feature	patch	classe	f1-score
LPQ	3	7	0.7833333333333334
LPQ	3	7	0.47619047619047616
LPQ	3	7	0.5333333333333334
LPQ	3	7	0.3333333333333333
LPQ	5	7	0.29665071770334933
LPQ	5	7	0.6666666666666666
LPQ	5	7	0.6169772256728778
LPQ	5	7	0.6666666666666666
LPQ	5	7	0.41148325358851673
LPQ	10	7	0.6
LPQ	10	7	0.3847619047619048
LPQ	10	7	0.6137710898312814
LPQ	10	7	0.6111111111111109
LPQ	10	7	0.42424242424242437
LPQ	1	8	1.0
LPQ	1	8	1.0
LPQ	1	8	0.6666666666666666
LPQ	1	8	0.6666666666666666
LPQ	1	8	0.5333333333333333
LPQ	3	8	1.0
LPQ	3	8	1.0
LPQ	3	8	0.7833333333333334
LPQ	3	8	1.0
LPQ	3	8	0.5333333333333334
LPQ	5	8	1.0
LPQ	5	8	0.9312169312169313
LPQ	5	8	0.8054298642533937
LPQ	5	8	0.8054298642533937
LPQ	5	8	0.5333333333333333
LPQ	10	8	0.9024676850763809
LPQ	10	8	0.9661959777492513
LPQ	10	8	0.7405731523378581
LPQ	10	8	1.0
LPQ	10	8	0.5333333333333333
LPQ	1	9	1.0
LPQ	1	9	1.0
LPQ	1	9	1.0
LPQ	1	9	1.0
LPQ	1	9	0.5333333333333333
LPQ	3	9	0.882051282051282
LPQ	3	9	0.8917748917748918
LPQ	3	9	0.7777777777777778
LPQ	3	9	0.7833333333333334
LPQ	3	9	0.6461538461538461
LPQ	5	9	0.5460030165912518
LPQ	5	9	0.7701863354037268
LPQ	5	9	0.5892857142857143
LPQ	5	9	0.7407407407407407
LPQ	5	9	0.6169772256728778
LPQ	10	9	0.7032967032967031
LPQ	10	9	0.7633718442447583
LPQ	10	9	0.7070707070707073
LPQ	10	9	0.6666666666666666
LPQ	10	9	0.5681818181818181
LPQ	1	10	0.3333333333333333
LPQ	1	10	0.6666666666666666
LPQ	1	10	0.5333333333333333
LPQ	1	10	0.3333333333333333
LPQ	1	10	0.5333333333333333
LPQ	3	10	0.5555555555555556
LPQ	3	10	0.6666666666666666
LPQ	3	10	0.5333333333333334
LPQ	3	10	0.16666666666666666
LPQ	3	10	0.5333333333333334
LPQ	5	10	0.6111111111111109
LPQ	5	10	0.5185185185185185
LPQ	5	10	0.8666666666666667
LPQ	5	10	0.6730462519936202
LPQ	5	10	0.3452380952380952
LPQ	10	10	0.6
LPQ	10	10	0.579047619047619
LPQ	10	10	0.784090909090909
LPQ	10	10	0.4
LPQ	10	10	0.35185185185185186
LPQ	1	11	0.5333333333333333
LPQ	1	11	0.5333333333333333
LPQ	1	11	0.5333333333333333
LPQ	1	11	0.3333333333333333
LPQ	1	11	0.3333333333333333
LPQ	3	11	0.5333333333333334
LPQ	3	11	0.6666666666666666
LPQ	3	11	0.5666666666666667
LPQ	3	11	0.5333333333333334
LPQ	3	11	0.2424242424242424
LPQ	5	11	0.5
LPQ	5	11	0.856060606060606
LPQ	5	11	0.5460030165912518
LPQ	5	11	0.6169772256728778
LPQ	5	11	0.1568627450980392
LPQ	10	11	0.5333333333333333
LPQ	10	11	0.8624338624338624
LPQ	10	11	0.6935817805383023
LPQ	10	11	0.5054945054945055
LPQ	10	11	0.19977553310886645
LPQ	1	12	0.6666666666666666
LPQ	1	12	1.0
LPQ	1	12	0.16666666666666666
LPQ	1	12	0.5333333333333333
LPQ	1	12	0.5333333333333333
LPQ	3	12	0.7777777777777778
LPQ	3	12	1.0
LPQ	3	12	0.6666666666666666
LPQ	3	12	0.882051282051282
LPQ	3	12	0.5333333333333334
LPQ	5	12	0.6757164404223227
LPQ	5	12	1.0
LPQ	5	12	0.7407407407407407
LPQ	5	12	0.9312169312169313
LPQ	5	12	0.5333333333333333
LPQ	10	12	0.8148148148148148
LPQ	10	12	0.784090909090909
LPQ	10	12	0.6726190476190476
LPQ	10	12	0.7701863354037268
LPQ	10	12	0.6048237476808905
LPQ	1	13	0.5333333333333333
LPQ	1	13	0.5333333333333333
LPQ	1	13	0.5333333333333333
LPQ	1	13	1.0
LPQ	1	13	0.5333333333333333
LPQ	3	13	0.4588744588744588
LPQ	3	13	0.6666666666666666
LPQ	3	13	0.4588744588744588
LPQ	3	13	0.37229437229437223
LPQ	3	13	0.5555555555555556
LPQ	5	13	0.5422647527910686
LPQ	5	13	0.26666666666666666
LPQ	5	13	0.5333333333333333
LPQ	5	13	0.7407407407407407
LPQ	5	13	0.6
LPQ	10	13	0.5873015873015873
LPQ	10	13	0.5873015873015873
LPQ	10	13	0.23443223443223443
LPQ	10	13	0.5142857142857143
LPQ	10	13	0.40310077519379844
LPQ	1	14	1.0
LPQ	1	14	1.0
LPQ	1	14	0.5333333333333333
LPQ	1	14	1.0
LPQ	1	14	0.5333333333333333
LPQ	3	14	0.8917748917748918
LPQ	3	14	0.7777777777777778
LPQ	3	14	0.4588744588744588
LPQ	3	14	0.5555555555555556
LPQ	3	14	0.37229437229437223
LPQ	5	14	0.8038277511961723
LPQ	5	14	0.7936507936507937
LPQ	5	14	0.6730462519936202
LPQ	5	14	0.5460030165912518
LPQ	5	14	0.463768115942029
LPQ	10	14	0.784090909090909
LPQ	10	14	0.7333333333333335
LPQ	10	14	0.5185185185185186
LPQ	10	14	0.75421796625627
LPQ	10	14	0.9661959777492513
LPQ	1	15	0.6666666666666666
LPQ	1	15	0.6666666666666666
LPQ	1	15	0.3333333333333333
LPQ	1	15	0.6666666666666666
LPQ	1	15	0.3333333333333333
LPQ	3	15	0.6753246753246753
LPQ	3	15	0.5333333333333333
LPQ	3	15	0.6753246753246753
LPQ	3	15	0.5666666666666667
LPQ	3	15	0.6666666666666666
LPQ	5	15	0.7407407407407407
LPQ	5	15	0.738095238095238
LPQ	5	15	0.738095238095238
LPQ	5	15	0.738095238095238
LPQ	5	15	0.42424242424242437
LPQ	10	15	0.7070707070707073
LPQ	10	15	0.7721661054994389
LPQ	10	15	0.6726190476190476
LPQ	10	15	0.8
LPQ	10	15	0.6419753086419754
LPQ	1	16	0.6666666666666666
LPQ	1	16	0.6666666666666666
LPQ	1	16	0.5333333333333333
LPQ	1	16	0.6666666666666666
LPQ	1	16	0.5333333333333333
LPQ	3	16	0.8917748917748918
LPQ	3	16	0.882051282051282
LPQ	3	16	0.7833333333333334
LPQ	3	16	0.7777777777777778
LPQ	3	16	0.2424242424242424
LPQ	5	16	0.8703703703703703
LPQ	5	16	0.6
LPQ	5	16	0.738095238095238
LPQ	5	16	0.738095238095238
LPQ	5	16	0.3809523809523808
LPQ	10	16	0.8624338624338624
LPQ	10	16	0.7733333333333334
LPQ	10	16	0.7030033370411569
LPQ	10	16	0.7405731523378581
LPQ	10	16	0.40310077519379844
LPQ	1	17	0.5333333333333333
LPQ	1	17	1.0
LPQ	1	17	1.0
LPQ	1	17	0.16666666666666666
LPQ	1	17	0.5333333333333333
LPQ	3	17	0.7833333333333334
LPQ	3	17	0.5333333333333334
LPQ	3	17	0.6753246753246753
LPQ	3	17	1.0
LPQ	3	17	0.5333333333333334
LPQ	5	17	0.9312169312169313
LPQ	5	17	1.0
LPQ	5	17	0.4666666666666667
LPQ	5	17	0.9312169312169313
LPQ	5	17	0.5333333333333333
LPQ	10	17	0.8985879332477535
LPQ	10	17	0.7936507936507937
LPQ	10	17	0.5422647527910686
LPQ	10	17	0.8946648426812586
LPQ	10	17	0.5333333333333333
LPQ	1	18	1.0
LPQ	1	18	0.6666666666666666
LPQ	1	18	0.6666666666666666
LPQ	1	18	0.6666666666666666
LPQ	1	18	0.5333333333333333
LPQ	3	18	0.7777777777777778
LPQ	3	18	0.5333333333333334
LPQ	3	18	1.0
LPQ	3	18	0.37229437229437223
LPQ	3	18	0.5333333333333334
LPQ	5	18	0.8054298642533937
LPQ	5	18	0.6757164404223227
LPQ	5	18	0.8666666666666667
LPQ	5	18	0.6560846560846562
LPQ	5	18	0.3333333333333333
LPQ	10	18	0.7384370015948962
LPQ	10	18	0.3123809523809523
LPQ	10	18	0.6071428571428572
LPQ	10	18	0.43288084464555054
LPQ	10	18	0.6415711947626842
LPQ	1	19	0.6666666666666666
LPQ	1	19	0.6666666666666666
LPQ	1	19	0.6666666666666666
LPQ	1	19	1.0
LPQ	1	19	0.6666666666666666
LPQ	3	19	0.5555555555555556
LPQ	3	19	0.6666666666666666
LPQ	3	19	0.6753246753246753
LPQ	3	19	0.5666666666666667
LPQ	3	19	0.7833333333333334
LPQ	5	19	0.5681818181818181
LPQ	5	19	0.738095238095238
LPQ	5	19	0.6111111111111109
LPQ	5	19	0.6730462519936202
LPQ	5	19	0.7333333333333335
LPQ	10	19	0.7721661054994389
LPQ	10	19	0.7733333333333334
LPQ	10	19	0.7030033370411569
LPQ	10	19	0.8309798887462558
LPQ	10	19	0.75421796625627
LPQ	1	20	1.0
LPQ	1	20	0.5333333333333333
LPQ	1	20	1.0
LPQ	1	20	0.5333333333333333
LPQ	1	20	0.5333333333333333
LPQ	3	20	0.7777777777777778
LPQ	3	20	0.37229437229437223
LPQ	3	20	0.7777777777777778
LPQ	3	20	0.4444444444444444
LPQ	3	20	0.5333333333333334
LPQ	5	20	0.8038277511961723
LPQ	5	20	0.47619047619047616
LPQ	5	20	0.6169772256728778
LPQ	5	20	0.6730462519936202
LPQ	5	20	0.463768115942029
LPQ	10	20	0.7384370015948962
LPQ	10	20	0.7070707070707073
LPQ	10	20	0.48148148148148145
LPQ	10	20	0.579047619047619
LPQ	10	20	0.3809523809523808
LPQ	1	21	1.0
LPQ	1	21	0.16666666666666666
LPQ	1	21	0.5333333333333333
LPQ	1	21	1.0
LPQ	1	21	0.6666666666666666
LPQ	3	21	0.6753246753246753
LPQ	3	21	0.1212121212121212
LPQ	3	21	0.5333333333333334
LPQ	3	21	0.7777777777777778
LPQ	3	21	0.5333333333333334
LPQ	5	21	0.8054298642533937
LPQ	5	21	0.6071428571428572
LPQ	5	21	0.856060606060606
LPQ	5	21	0.738095238095238
LPQ	5	21	0.5333333333333333
LPQ	10	21	0.8692185007974482
LPQ	10	21	0.75421796625627
LPQ	10	21	0.7212220403709765
LPQ	10	21	0.8038277511961723
LPQ	10	21	0.4822695035460993
LPQ	1	22	0.6666666666666666
LPQ	1	22	1.0
LPQ	1	22	1.0
LPQ	1	22	0.6666666666666666
LPQ	1	22	0.3333333333333333
LPQ	3	22	0.882051282051282
LPQ	3	22	0.6666666666666666
LPQ	3	22	0.7833333333333334
LPQ	3	22	0.5333333333333334
LPQ	3	22	0.4588744588744588
LPQ	5	22	0.738095238095238
LPQ	5	22	0.5037707390648567
LPQ	5	22	0.9312169312169313
LPQ	5	22	0.738095238095238
LPQ	5	22	0.3809523809523808
LPQ	10	22	0.6726190476190476
LPQ	10	22	0.7085714285714286
LPQ	10	22	0.5768799102132436
LPQ	10	22	0.738095238095238
LPQ	10	22	0.34609250398724084
LPQ	1	23	0.5333333333333333
LPQ	1	23	1.0
LPQ	1	23	0.6666666666666666
LPQ	1	23	1.0
LPQ	1	23	0.5333333333333333
LPQ	3	23	0.6666666666666666
LPQ	3	23	0.7833333333333334
LPQ	3	23	0.47619047619047616
LPQ	3	23	0.882051282051282
LPQ	3	23	0.5333333333333334
LPQ	5	23	0.6560846560846562
LPQ	5	23	0.7701863354037268
LPQ	5	23	0.6
LPQ	5	23	0.856060606060606
LPQ	5	23	0.6666666666666666
LPQ	10	23	0.7248677248677249
LPQ	10	23	0.9010989010989012
LPQ	10	23	0.3452380952380952
LPQ	10	23	0.7733333333333334
LPQ	10	23	0.5833333333333335
LPQ	1	24	0.5333333333333333
LPQ	1	24	0.5333333333333333
LPQ	1	24	0.5333333333333333
LPQ	1	24	0.5333333333333333
LPQ	1	24	0.16666666666666666
LPQ	3	24	0.4588744588744588
LPQ	3	24	0.5333333333333334
LPQ	3	24	0.5333333333333334
LPQ	3	24	0.6461538461538461
LPQ	3	24	0.0
LPQ	5	24	0.7333333333333335
LPQ	5	24	0.29665071770334933
LPQ	5	24	0.42424242424242437
LPQ	5	24	0.35185185185185186
LPQ	5	24	0.5460030165912518
LPQ	10	24	0.4497354497354497
LPQ	10	24	0.416289592760181
LPQ	10	24	0.7407407407407407
LPQ	10	24	0.5403726708074534
LPQ	10	24	0.35143288084464547
LPQ	1	25	0.6666666666666666
LPQ	1	25	0.5333333333333333
LPQ	1	25	0.3333333333333333
LPQ	1	25	1.0
LPQ	1	25	0.5333333333333333
LPQ	3	25	0.7833333333333334
LPQ	3	25	0.6461538461538461
LPQ	3	25	0.5555555555555556
LPQ	3	25	0.7833333333333334
LPQ	3	25	0.882051282051282
LPQ	5	25	0.7701863354037268
LPQ	5	25	0.8038277511961723
LPQ	5	25	0.6757164404223227
LPQ	5	25	0.8054298642533937
LPQ	5	25	0.4666666666666667
LPQ	10	25	0.6370040786058584
LPQ	10	25	0.5873015873015873
LPQ	10	25	0.6373626373626373
LPQ	10	25	0.6935817805383023
LPQ	10	25	0.8946648426812586
LPQ	1	26	0.5333333333333333
LPQ	1	26	0.5333333333333333
LPQ	1	26	1.0
LPQ	1	26	0.5333333333333333
LPQ	1	26	0.6666666666666666
LPQ	3	26	0.6753246753246753
LPQ	3	26	0.47619047619047616
LPQ	3	26	0.5333333333333334
LPQ	3	26	0.6666666666666666
LPQ	3	26	0.6666666666666666
LPQ	5	26	0.5422647527910686
LPQ	5	26	0.3809523809523808
LPQ	5	26	0.6666666666666666
LPQ	5	26	0.6
LPQ	5	26	0.6666666666666666
LPQ	10	26	0.7405731523378581
LPQ	10	26	0.5403726708074534
LPQ	10	26	0.8946648426812586
LPQ	10	26	0.4497354497354497
LPQ	10	26	0.6370040786058584
LPQ	1	27	0.6666666666666666
LPQ	1	27	0.16666666666666666
LPQ	1	27	1.0
LPQ	1	27	0.6666666666666666
LPQ	1	27	0.3333333333333333
LPQ	3	27	0.882051282051282
LPQ	3	27	0.5333333333333334
LPQ	3	27	0.8917748917748918
LPQ	3	27	0.37229437229437223
LPQ	3	27	0.3333333333333333
LPQ	5	27	0.6560846560846562
LPQ	5	27	0.6
LPQ	5	27	0.8054298642533937
LPQ	5	27	0.738095238095238
LPQ	5	27	0.41148325358851673
LPQ	10	27	0.6373626373626373
LPQ	10	27	0.47619047619047616
LPQ	10	27	0.7721661054994389
LPQ	10	27	0.8038277511961723
LPQ	10	27	0.3809523809523808
LPQ	1	28	0.5333333333333333
LPQ	1	28	0.5333333333333333
LPQ	1	28	0.5333333333333333
LPQ	1	28	0.5333333333333333
LPQ	1	28	0.5333333333333333
LPQ	3	28	0.6753246753246753
LPQ	3	28	0.4444444444444444
LPQ	3	28	0.5333333333333334
LPQ	3	28	0.6666666666666666
LPQ	3	28	0.6461538461538461
LPQ	5	28	0.7333333333333335
LPQ	5	28	0.6730462519936202
LPQ	5	28	0.5333333333333333
LPQ	5	28	0.738095238095238
LPQ	5	28	0.42424242424242437
LPQ	10	28	0.5462962962962963
LPQ	10	28	0.6957637997432606
LPQ	10	28	0.4473168820994907
LPQ	10	28	0.8244414044687643
LPQ	10	28	0.6108597285067873
LPQ	1	29	1.0
LPQ	1	29	1.0
LPQ	1	29	0.3333333333333333
LPQ	1	29	0.5333333333333333
LPQ	1	29	0.5333333333333333
LPQ	3	29	0.4588744588744588
LPQ	3	29	0.738095238095238
LPQ	3	29	0.4588744588744588
LPQ	3	29	0.6753246753246753
LPQ	3	29	0.6461538461538461
LPQ	5	29	0.7936507936507937
LPQ	5	29	0.5333333333333333
LPQ	5	29	0.5333333333333333
LPQ	5	29	0.6666666666666666
LPQ	5	29	0.6666666666666666
LPQ	10	29	0.6759259259259259
LPQ	10	29	0.7384370015948962
LPQ	10	29	0.4263997033741194
LPQ	10	29	0.6666666666666666
LPQ	10	29	0.3847619047619048
LPQ	1	30	1.0
LPQ	1	30	0.16666666666666666
LPQ	1	30	1.0
LPQ	1	30	1.0
LPQ	1	30	0.6666666666666666
LPQ	3	30	0.6666666666666666
LPQ	3	30	0.6666666666666666
LPQ	3	30	0.882051282051282
LPQ	3	30	0.5333333333333334
LPQ	3	30	0.16666666666666666
LPQ	5	30	0.5422647527910686
LPQ	5	30	0.6757164404223227
LPQ	5	30	0.7121212121212122
LPQ	5	30	0.7333333333333335
LPQ	5	30	0.29665071770334933
LPQ	10	30	0.7724245985115549
LPQ	10	30	0.35409322365844104
LPQ	10	30	0.7248677248677249
LPQ	10	30	0.6423815119467293
LPQ	10	30	0.47332421340629266
LPQ	1	31	0.6666666666666666
LPQ	1	31	0.16666666666666666
LPQ	1	31	0.3333333333333333
LPQ	1	31	0.3333333333333333
LPQ	1	31	0.3333333333333333
LPQ	3	31	0.5333333333333334
LPQ	3	31	0.6666666666666666
LPQ	3	31	0.5333333333333334
LPQ	3	31	0.6666666666666666
LPQ	3	31	0.4588744588744588
LPQ	5	31	0.8054298642533937
LPQ	5	31	0.6560846560846562
LPQ	5	31	0.7121212121212122
LPQ	5	31	0.6111111111111109
LPQ	5	31	0.3809523809523808
LPQ	10	31	0.5333333333333333
LPQ	10	31	0.5873015873015873
LPQ	10	31	0.5054945054945055
LPQ	10	31	0.6076555023923444
LPQ	10	31	0.38159371492704824
LPQ	1	32	1.0
LPQ	1	32	1.0
LPQ	1	32	1.0
LPQ	1	32	1.0
LPQ	1	32	0.3333333333333333
LPQ	3	32	0.8917748917748918
LPQ	3	32	1.0
LPQ	3	32	0.5333333333333333
LPQ	3	32	0.7833333333333334
LPQ	3	32	0.882051282051282
LPQ	5	32	0.9312169312169313
LPQ	5	32	0.856060606060606
LPQ	5	32	1.0
LPQ	5	32	0.8666666666666667
LPQ	5	32	0.6666666666666666
LPQ	10	32	0.75421796625627
LPQ	10	32	0.9661959777492513
LPQ	10	32	0.856060606060606
LPQ	10	32	0.8703703703703703
LPQ	10	32	0.7212220403709765
LPQ	1	33	0.5333333333333333
LPQ	1	33	0.5333333333333333
LPQ	1	33	0.5333333333333333
LPQ	1	33	0.5333333333333333
LPQ	1	33	1.0
LPQ	3	33	0.6461538461538461
LPQ	3	33	0.5333333333333334
LPQ	3	33	0.5333333333333333
LPQ	3	33	1.0
LPQ	3	33	0.882051282051282
LPQ	5	33	0.6730462519936202
LPQ	5	33	0.35185185185185186
LPQ	5	33	0.42424242424242437
LPQ	5	33	0.6169772256728778
LPQ	5	33	0.22021116138763197
LPQ	10	33	0.75421796625627
LPQ	10	33	0.38229533881707795
LPQ	10	33	0.4107142857142857
LPQ	10	33	0.784090909090909
LPQ	10	33	0.8351648351648353
LPQ	1	34	1.0
LPQ	1	34	0.5333333333333333
LPQ	1	34	0.3333333333333333
LPQ	1	34	1.0
LPQ	1	34	0.5333333333333333
LPQ	3	34	0.5333333333333334
LPQ	3	34	0.5333333333333334
LPQ	3	34	0.5333333333333334
LPQ	3	34	0.8917748917748918
LPQ	3	34	1.0
LPQ	5	34	0.856060606060606
LPQ	5	34	0.9312169312169313
LPQ	5	34	0.4666666666666667
LPQ	5	34	1.0
LPQ	5	34	1.0
LPQ	10	34	0.9024676850763809
LPQ	10	34	0.8055555555555556
LPQ	10	34	0.463768115942029
LPQ	10	34	0.8703703703703703
LPQ	10	34	0.8666666666666667
LPQ	1	35	0.5333333333333333
LPQ	1	35	1.0
LPQ	1	35	0.5333333333333333
LPQ	1	35	0.5333333333333333
LPQ	1	35	0.6666666666666666
LPQ	3	35	0.3333333333333333
LPQ	3	35	0.8917748917748918
LPQ	3	35	0.5333333333333334
LPQ	3	35	1.0
LPQ	3	35	0.882051282051282
LPQ	5	35	0.17857142857142858
LPQ	5	35	0.5037707390648567
LPQ	5	35	0.5
LPQ	5	35	0.5333333333333333
LPQ	5	35	0.8054298642533937
LPQ	10	35	0.6137710898312814
LPQ	10	35	0.547699214365881
LPQ	10	35	0.5333333333333333
LPQ	10	35	0.6957637997432606
LPQ	10	35	0.7384370015948962
LPQ	1	36	0.5333333333333333
LPQ	1	36	0.5333333333333333
LPQ	1	36	0.3333333333333333
LPQ	1	36	0.5333333333333333
LPQ	1	36	0.16666666666666666
LPQ	3	36	0.7777777777777778
LPQ	3	36	0.5333333333333334
LPQ	3	36	0.5333333333333334
LPQ	3	36	0.5333333333333334
LPQ	3	36	0.6461538461538461
LPQ	5	36	0.5333333333333333
LPQ	5	36	0.5333333333333333
LPQ	5	36	0.4666666666666667
LPQ	5	36	0.6111111111111109
LPQ	5	36	0.5333333333333333
LPQ	10	36	0.49293966623876767
LPQ	10	36	0.40310077519379844
LPQ	10	36	0.7407407407407407
LPQ	10	36	0.6111111111111109
LPQ	10	36	0.5333333333333333
LPQ	1	37	0.5333333333333333
LPQ	1	37	0.5333333333333333
LPQ	1	37	1.0
LPQ	1	37	0.3333333333333333
LPQ	1	37	0.5333333333333333
LPQ	3	37	0.47619047619047616
LPQ	3	37	0.738095238095238
LPQ	3	37	0.5333333333333334
LPQ	3	37	0.5555555555555556
LPQ	3	37	0.35000000000000003
LPQ	5	37	0.6730462519936202
LPQ	5	37	0.4666666666666667
LPQ	5	37	0.7333333333333335
LPQ	5	37	0.7121212121212122
LPQ	5	37	0.6071428571428572
LPQ	10	37	0.5333333333333333
LPQ	10	37	0.42533162173726996
LPQ	10	37	0.8244414044687643
LPQ	10	37	0.6169772256728778
LPQ	10	37	0.5768799102132436
LPQ	1	38	0.5333333333333333
LPQ	1	38	0.5333333333333333
LPQ	1	38	0.3333333333333333
LPQ	1	38	0.5333333333333333
LPQ	1	38	0.5333333333333333
LPQ	3	38	0.3333333333333333
LPQ	3	38	0.7777777777777778
LPQ	3	38	0.35000000000000003
LPQ	3	38	0.5333333333333333
LPQ	3	38	0.738095238095238
LPQ	5	38	0.6
LPQ	5	38	0.6730462519936202
LPQ	5	38	0.4666666666666667
LPQ	5	38	0.5333333333333333
LPQ	5	38	0.9312169312169313
LPQ	10	38	0.5619203491543916
LPQ	10	38	0.6048237476808905
LPQ	10	38	0.7032967032967031
LPQ	10	38	0.7121212121212122
LPQ	10	38	0.4
LPQ	1	39	0.3333333333333333
LPQ	1	39	1.0
LPQ	1	39	0.5333333333333333
LPQ	1	39	0.3333333333333333
LPQ	1	39	1.0
LPQ	3	39	0.738095238095238
LPQ	3	39	0.5333333333333334
LPQ	3	39	0.738095238095238
LPQ	3	39	0.7777777777777778
LPQ	3	39	0.7833333333333334
LPQ	5	39	0.7121212121212122
LPQ	5	39	0.9312169312169313
LPQ	5	39	0.3809523809523808
LPQ	5	39	0.6666666666666666
LPQ	5	39	0.7701863354037268
LPQ	10	39	0.7333333333333335
LPQ	10	39	0.8380952380952381
LPQ	10	39	0.5333333333333333
LPQ	10	39	0.6108597285067873
LPQ	10	39	0.5333333333333333
LPQ	1	40	0.3333333333333333
LPQ	1	40	0.0
LPQ	1	40	1.0
LPQ	1	40	0.6666666666666666
LPQ	1	40	0.3333333333333333
LPQ	3	40	0.4588744588744588
LPQ	3	40	0.5333333333333334
LPQ	3	40	0.882051282051282
LPQ	3	40	0.5555555555555556
LPQ	3	40	0.738095238095238
LPQ	5	40	0.4666666666666667
LPQ	5	40	0.26666666666666666
LPQ	5	40	0.7407407407407407
LPQ	5	40	0.3333333333333333
LPQ	5	40	0.5333333333333333
LPQ	10	40	0.5681818181818181
LPQ	10	40	0.5333333333333333
LPQ	10	40	0.7936507936507937
LPQ	10	40	0.5833333333333335
LPQ	10	40	0.5333333333333333
LPQ	1	41	1.0
LPQ	1	41	1.0
LPQ	1	41	1.0
LPQ	1	41	1.0
LPQ	1	41	0.3333333333333333
